v,alpha,state_index,energy
0.5,0.0,377,-1.0843952252615896
0.5,0.0,378,-1.0843019262881346
0.5,0.0,379,-1.0841216353720116
0.5,0.0,380,-1.0839412842124276
0.5,0.0,381,-1.0836017716342004
0.5,0.0,382,-1.0828497697819954
0.5,0.0,383,-1.0823882328918115
0.5,0.0,384,-1.0815997857681048
0.5,0.0,385,-1.0809893798039492
0.5,0.0,386,-1.0800382037643759
0.5,0.0,387,-1.0799016160341457
0.5,0.0,388,-1.0796318033525105
0.5,0.0,389,-1.0788238291565346
0.5,0.0,390,-1.0758389237401476
0.5,0.0,391,-1.0757682054284774
0.5,0.0,392,-1.0745337820340475
0.5,0.0,393,-1.0736985881731587
0.5,0.0,394,-1.0680390692273598
0.5,0.0,395,-1.064867321346431
0.5,0.0,396,-1.0648611103346606
0.5,0.0,397,-1.062489987203664
0.5,0.0,398,-1.0610247332186789
0.5,0.0,399,-1.0603546523475658
0.5,0.0,400,-1.050690869274299
0.5,0.0,401,-1.048722667698483
0.5,0.0,402,-1.0484845735834607
0.5,0.0,403,-1.0483075235569335
0.5,0.0,404,-1.0482406333939422
0.5,0.0,405,-1.0475110210134355
0.5,0.0,406,-1.0473119281952323
0.5,0.0,407,-1.0459806658155661
0.5,0.0,408,-1.0455149535241715
0.5,0.0,409,-1.045494739869022
0.5,0.0,410,-1.0453978483086428
0.5,0.0,411,-1.044953623384803
0.5,0.0,412,-1.0400835332856515
0.5,0.0,413,-1.037744288870247
0.5,0.0,414,-1.03765265572545
0.5,0.0,415,-1.03372846416858
0.5,0.0,416,-1.033453896940181
0.5,0.0,417,-1.0301094526805996
0.5,0.0,418,-1.0263007993890672
0.5,0.0,419,-1.0257431408288944
0.5,0.0,420,-1.02493122575305
0.5,0.0,421,-1.0248718175349811
0.5,0.0,422,-1.0244017750881105
0.5,0.0,423,-1.0224010437487372
0.5,0.0,424,-1.022345956521779
0.5,0.0,425,-1.0193341126803612
0.5,0.0,426,-1.017607519416151
0.5,0.0,427,-1.0163892309654805
0.5,0.0,428,-1.0128948099768715
0.5,0.0,429,-1.0075877339110186
0.5,0.0,430,-1.0064591303563546
0.5,0.0,431,-1.0063824094698213
0.5,0.0,432,-1.0062644335346425
0.5,0.0,433,-1.0059922330926854
0.5,0.0,434,-1.0049509815360411
0.5,0.0,435,-1.0048686671199847
0.5,0.0,436,-1.0048271937191577
0.5,0.0,437,-1.003619866302648
0.5,0.0,438,-1.0027680430590964
0.5,0.0,439,-1.00215401900012
0.5,0.0,440,-0.999804021946165
0.5,0.0,441,-0.9988992333083173
0.5,0.0,442,-0.9935735326792914
0.5,0.0,443,-0.9935362080182019
0.5,0.0,444,-0.9929011187399984
0.5,0.0,445,-0.9887405187944426
0.5,0.0,446,-0.9803874385963476
0.5,0.0,447,-0.9796249743667479
0.5,0.0,448,-0.9790426945806743
0.5,0.0,449,-0.9787086512091522
0.5,0.0,450,-0.9782948448984361
0.5,0.0,451,-0.9773499513219266
0.5,0.0,452,-0.9773444639578835
0.5,0.0,453,-0.9770485799394164
0.5,0.0,454,-0.9760873272341244
0.5,0.0,455,-0.9667102601806462
0.5,0.0,456,-0.9653371218495241
0.5,0.0,457,-0.9641675088373937
0.5,0.0,458,-0.9635326452445419
0.5,0.0,459,-0.9632879652689667
0.5,0.0,460,-0.9613493695964304
0.5,0.0,461,-0.9588905584954874
0.5,0.0,462,-0.9588379603346104
0.5,0.0,463,-0.9584089240051689
0.5,0.0,464,-0.9581192126861445
0.5,0.0,465,-0.9577500878993215
0.5,0.0,466,-0.9574197076302766
0.5,0.0,467,-0.955837579278913
0.5,0.0,468,-0.9535136661558661
0.5,0.0,469,-0.9534678417697162
0.5,0.0,470,-0.9533284676005401
0.5,0.0,471,-0.9488650117218949
0.5,0.0,472,-0.9441081541798212
0.5,0.0,473,-0.9433988229335699
0.5,0.0,474,-0.9432616242531795
0.5,0.0,475,-0.9424237954627454
0.5,0.0,476,-0.9421852644240172
0.5,0.0,477,-0.9407049362111394
0.5,0.0,478,-0.9406165705231114
0.5,0.0,479,-0.9400815855256675
0.5,0.0,480,-0.9273707162286825
0.5,0.0,481,-0.9272628600249285
0.5,0.0,482,-0.9266458855065303
0.5,0.0,483,-0.9261980734180665
0.5,0.0,484,-0.9256572246805905
0.5,0.0,485,-0.91890580954208
0.5,0.0,486,-0.9187138379190152
0.5,0.0,487,-0.9180524747316079
0.5,0.0,488,-0.9173667163440413
0.5,0.0,489,-0.9160701233143526
0.5,0.0,490,-0.9127651006209687
0.5,0.0,491,-0.9101068109411514
0.5,0.0,492,-0.9095639854421659
0.5,0.0,493,-0.9069375811468126
0.5,0.0,494,-0.90662850979729
0.5,0.0,495,-0.905001928715114
0.5,0.0,496,-0.9049562207839744
0.5,0.0,497,-0.9049404017353125
0.5,0.0,498,-0.9037448021883084
0.5,0.0,499,-0.9030300271168935
0.5,0.0,500,-0.9018206337209183
0.5,0.0,501,-0.8996266205959044
0.5,0.0,502,-0.8985149739080076
0.5,0.0,503,-0.898239067311441
0.5,0.0,504,-0.895856307028295
0.5,0.0,505,-0.8951931845027948
0.5,0.0,506,-0.8947002716275337
0.5,0.0,507,-0.8907914232868784
0.5,0.0,508,-0.8886347199597007
0.5,0.0,509,-0.8873166872514457
0.5,0.0,510,-0.8871873746616106
0.5,0.0,511,-0.88691437728379
0.5,0.0,512,-0.8862775396522261
0.5,0.0,513,-0.8757156869639408
0.5,0.0,514,-0.8746104566540205
0.5,0.0,515,-0.8729146995751513
0.5,0.0,516,-0.8724394364184547
0.5,0.0,517,-0.8715137640251066
0.5,0.0,518,-0.8708751016771304
0.5,0.0,519,-0.8696616995343234
0.5,0.0,520,-0.8695575908124148
0.5,0.0,521,-0.8649911551744477
0.5,0.0,522,-0.8644307978980172
0.5,0.0,523,-0.8609790057074612
0.5,0.0,524,-0.8609463924259911
0.5,0.0,525,-0.8520406955480359
0.5,0.0,526,-0.8506007141292409
0.5,0.0,527,-0.8501439283482672
0.5,0.0,528,-0.8501327576599246
0.5,0.0,529,-0.8488746790306778
0.5,0.0,530,-0.8485169983125455
0.5,0.0,531,-0.8475679396979937
0.5,0.0,532,-0.8464833373910151
0.5,0.0,533,-0.8464565875893961
0.5,0.0,534,-0.8443182742669445
0.5,0.0,535,-0.8437157775224273
0.5,0.0,536,-0.8427169823931969
0.5,0.0,537,-0.8414660338084359
0.5,0.0,538,-0.8408655050232566
0.5,0.0,539,-0.8387747759621133
0.5,0.0,540,-0.8387064079185995
0.5,0.0,541,-0.8386360468802649
0.5,0.0,542,-0.8354956075713533
0.5,0.0,543,-0.8349698705268368
0.5,0.0,544,-0.8341085501373338
0.5,0.0,545,-0.826851872835352
0.5,0.0,546,-0.8267017317162878
0.5,0.0,547,-0.8257128688033625
0.5,0.0,548,-0.8243256504356703
0.5,0.0,549,-0.8240450354142407
0.5,0.0,550,-0.823163509606512
0.5,0.0,551,-0.8212360668975605
0.5,0.0,552,-0.8154946916225218
0.5,0.0,553,-0.8112234038491557
0.5,0.0,554,-0.807508000035374
0.5,0.0,555,-0.8066887066434287
0.5,0.0,556,-0.8059995070900975
0.5,0.0,557,-0.8059047520748919
0.5,0.0,558,-0.8008475724952656
0.5,0.0,559,-0.7936893389782349
0.5,0.0,560,-0.7917514509851618
0.5,0.0,561,-0.7917044252167244
0.5,0.0,562,-0.791050197273379
0.5,0.0,563,-0.7904270685807191
0.5,0.0,564,-0.7899685604225023
0.5,0.0,565,-0.7892519007342904
0.5,0.0,566,-0.7870031763855908
0.5,0.0,567,-0.7861690493313487
0.5,0.0,568,-0.7848204598817122
0.5,0.0,569,-0.7839035239879645
0.5,0.0,570,-0.7796294773014834
0.5,0.0,571,-0.7785606196982254
0.5,0.0,572,-0.7774933499702245
0.5,0.0,573,-0.7757034341370835
0.5,0.0,574,-0.7753335738823025
0.5,0.0,575,-0.7747073230007827
0.5,0.0,576,-0.769939156568812
0.5,0.0,577,-0.7630619723383648
0.5,0.0,578,-0.7630139712857674
0.5,0.0,579,-0.7608690690963861
0.5,0.0,580,-0.7588177983464464
0.5,0.0,581,-0.7517648955326156
0.5,0.0,582,-0.746499366168682
0.5,0.0,583,-0.7443733409488781
0.5,0.0,584,-0.7410365735470785
0.5,0.0,585,-0.7368983687757333
0.5,0.0,586,-0.7364610373988916
0.5,0.0,587,-0.7337950086298015
0.5,0.0,588,-0.7318398763093542
0.5,0.0,589,-0.7316914078178339
0.5,0.0,590,-0.7313995806965207
0.5,0.0,591,-0.7309792192632918
0.5,0.0,592,-0.728791078233039
0.5,0.0,593,-0.7287367483506021
0.5,0.0,594,-0.7280512394433383
0.5,0.0,595,-0.7277417799969726
0.5,0.0,596,-0.7233570237047201
0.5,0.0,597,-0.7222494517694765
0.5,0.0,598,-0.7221900353381577
0.5,0.0,599,-0.7210263018490075
0.5,0.0,600,-0.7142584939790904
0.5,0.0,601,-0.7127600632410925
0.5,0.0,602,-0.712256693121295
0.5,0.0,603,-0.7114064888972427
0.5,0.0,604,-0.7057452842298604
0.5,0.0,605,-0.7050919723088469
0.5,0.0,606,-0.7025832263433373
0.5,0.0,607,-0.7023219717601747
0.5,0.0,608,-0.6955884245657067
0.5,0.0,609,-0.6928938973399196
0.5,0.0,610,-0.6923083639266873
0.5,0.0,611,-0.6877312789561197
0.5,0.0,612,-0.6814669570985292
0.5,0.0,613,-0.6792760234431691
0.5,0.0,614,-0.6770987471095191
0.5,0.0,615,-0.6747150428306601
0.5,0.0,616,-0.6745512335694268
0.5,0.0,617,-0.6734183172525272
0.5,0.0,618,-0.6734122054803979
0.5,0.0,619,-0.6726402648699018
0.5,0.0,620,-0.671220591459574
0.5,0.0,621,-0.6704615919422968
0.5,0.0,622,-0.6693720328566214
0.5,0.0,623,-0.6684708216837453
0.5,0.0,624,-0.6683764301669753
0.5,0.0,625,-0.6654354180539805
0.5,0.0,626,-0.6635817308057498
0.5,0.0,627,-0.6627957237271724
0.5,0.0,628,-0.6621009102858975
0.5,0.0,629,-0.6603384015712913
0.5,0.0,630,-0.658504501447574
0.5,0.0,631,-0.6550377565671608
0.5,0.0,632,-0.6525218840940297
0.5,0.0,633,-0.6512641193035718
0.5,0.0,634,-0.650546732037241
0.5,0.0,635,-0.643936113021929
0.5,0.0,636,-0.6426933362864553
0.5,0.0,637,-0.6375423933981614
0.5,0.0,638,-0.6362479094759598
0.5,0.0,639,-0.6349219676240411
0.5,0.0,640,-0.633479373582917
0.5,0.0,641,-0.6244516770419833
0.5,0.0,642,-0.6243433187471851
0.5,0.0,643,-0.6242580431950558
0.5,0.0,644,-0.6235331627157791
0.5,0.0,645,-0.6229922264324614
0.5,0.0,646,-0.6225989932552486
0.5,0.0,647,-0.6215225035597073
0.5,0.0,648,-0.621254525999814
0.5,0.0,649,-0.621001452402631
0.5,0.0,650,-0.6197478035509254
0.5,0.0,651,-0.6186080326835021
0.5,0.0,652,-0.6181222221025875
0.5,0.0,653,-0.6162867665226479
0.5,0.0,654,-0.6150027122266307
0.5,0.0,655,-0.6131246046863897
0.5,0.0,656,-0.6127339231996857
0.5,0.0,657,-0.6122082475028767
0.5,0.0,658,-0.6072330156461767
0.5,0.0,659,-0.6071275529937831
0.5,0.0,660,-0.6065427874482323
0.5,0.0,661,-0.606013417012112
0.5,0.0,662,-0.6000933335054779
0.5,0.0,663,-0.5982452320873605
0.5,0.0,664,-0.595496170199876
0.5,0.0,665,-0.5953178337019622
0.5,0.0,666,-0.594962153061375
0.5,0.0,667,-0.5932240010153476
0.5,0.0,668,-0.5907987943015914
0.5,0.0,669,-0.5906650819968211
0.5,0.0,670,-0.5843231206170091
0.5,0.0,671,-0.5826281271428105
0.5,0.0,672,-0.5822293056959338
0.5,0.0,673,-0.5816443630777646
0.5,0.0,674,-0.5810676659558139
0.5,0.0,675,-0.5810379585325062
0.5,0.0,676,-0.5799875685072664
0.5,0.0,677,-0.5796955740154522
0.5,0.0,678,-0.5787813693060924
0.5,0.0,679,-0.5780085334739589
0.5,0.0,680,-0.5778379039256155
0.5,0.0,681,-0.5745008585813429
0.5,0.0,682,-0.5743710070116426
0.5,0.0,683,-0.5728347951404377
0.5,0.0,684,-0.5718563584864611
0.5,0.0,685,-0.5680690937193454
0.5,0.0,686,-0.5674892089668618
0.5,0.0,687,-0.5672473174556966
0.5,0.0,688,-0.5655124491638029
0.5,0.0,689,-0.564431792481221
0.5,0.0,690,-0.5596290400998524
0.5,0.0,691,-0.5576570787488656
0.5,0.0,692,-0.5568855989347288
0.5,0.0,693,-0.5535539115114053
0.5,0.0,694,-0.5533888471276744
0.5,0.0,695,-0.5529579803892553
0.5,0.0,696,-0.5524007156827178
0.5,0.0,697,-0.5522255971380606
0.5,0.0,698,-0.550310183634615
0.5,0.0,699,-0.550153060373431
0.5,0.0,700,-0.5499658265730752
0.5,0.0,701,-0.54777304186793
0.5,0.0,702,-0.5474245366052221
0.5,0.0,703,-0.5457165034192074
0.5,0.0,704,-0.5438757250606967
